BALANCE,BALANCE_FREQUENCY,PURCHASES,ONEOFF_PURCHASES,INSTALLMENTS_PURCHASES,CASH_ADVANCE,PURCHASES_FREQUENCY,ONEOFF_PURCHASES_FREQUENCY,PURCHASES_INSTALLMENTS_FREQUENCY,CASH_ADVANCE_FREQUENCY,CASH_ADVANCE_TRX,PURCHASES_TRX,CREDIT_LIMIT,PAYMENTS,MINIMUM_PAYMENTS,PRC_FULL_PAYMENT,TENURE,TOTAL_PURCHASES,PURCHASE_TYPE_RATIO,CREDIT_UTILIZATION,PAYMENT_RATIO,REVOLVER_FLAG,CASH_USAGE_RATIO,ACTIVITY_INDEX,Cluster
392.667425,1.0,2715.7250000000004,1444.5750000000005,0.0,0.0,1.0,0.75,0.0,0.0,0.0,26.0,7500.0,3189.923177,176.9102,0.3571425,12,4015.23,0.9999999997509484,0.0523556566596859,8.123727525593122,0,0.0,28.0,0
104.57287,1.0,937.56,630.0,307.56,0.0,0.666667,0.083333,0.666667,0.0,0.0,13.0,6000.0,870.874657,179.369855,0.3571425,12,937.56,0.6719569940356276,0.0174288116637618,8.327921464449417,0,0.0,14.083333,0
2257.542109,1.0,0.0,0.0,0.0,1082.684755,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,464.716284,659.553866,0.0,12,0.0,0.0,0.7525140360824953,0.2058505495607344,1,50.79193536708065,1.083333,1
75.070011,0.9,898.45,0.0,898.45,0.0,0.9,0.0,0.8,0.0,0.0,11.0,4000.0,743.358844,146.723712,0.3571425,10,898.45,0.0,0.0187675027453081,9.902207608545474,0,0.0,11.9,1
4943.383447,1.0,2715.7250000000004,1444.5750000000005,1171.625,0.0,0.916667,0.75,0.75,0.0,0.0,41.0,13850.0,1790.394949,1727.487481,0.0,12,5253.06,0.5893898031643671,0.3675050937381705,0.2376466080276422,1,0.0,42.897727,2
628.384411,1.0,887.3,840.0,47.3,279.557918,0.25,0.166667,0.083333,0.083333,1.0,6.0,2000.0,177.708307,181.271709,0.0,12,887.3,0.9466922112626032,0.3141922053429039,0.2828019021579421,1,0.3150658375802255,7.25,1
165.808096,0.7222225000000001,981.19,823.39,157.8,0.0,0.714286,0.571429,0.285714,0.0,0.0,16.0,9000.0,672.446893,105.350665,0.25,7,981.19,0.8391748786278143,0.0184231217757307,4.055573311356441,1,0.0,17.285715,0
4943.383447,1.0,1651.64,1088.79,562.85,0.0,0.416667,0.166667,0.416667,0.0,0.0,18.0,5500.0,1587.462442,1886.3433455,0.0,12,1651.64,0.6592175046261791,0.9690080092783622,0.2978608350383026,1,0.0,19.166667,0
1171.429087,0.909091,1845.42,1444.5750000000005,0.0,0.0,0.25,0.25,0.0,0.0,0.0,7.0,3000.0,3073.603769,855.360889,0.1,12,1845.42,0.999999999458118,0.3904763622031745,2.62380693845294,1,0.0,8.159091,1
99.912238,1.0,730.2,165.0,565.2,0.0,1.0,0.142857,0.857143,0.0,0.0,13.0,1000.0,463.326909,101.919615,0.3571425,7,730.2,0.2259654885976917,0.0999122379000877,4.637338864961278,0,0.0,14.142857,1
114.295749,1.0,109.8,0.0,109.8,0.0,0.75,0.0,0.75,0.0,0.0,12.0,1000.0,115.418223,165.03489,0.0,12,109.8,0.0,0.1142957488857042,1.0098207763630755,1,0.0,13.0,1
287.099648,0.818182,2693.64,640.5,1171.625,0.0,0.75,0.25,0.75,0.0,0.0,33.0,9000.0,2258.647459,190.21182,0.125,12,2693.64,0.2377823316264303,0.0318999608853444,7.867120238102415,1,0.0,34.068182,0
4943.383447,1.0,609.0,109.06,499.94,2784.6716350000006,0.583333,0.083333,0.416667,0.333333,9.0,11.0,7000.0,1498.619792,1736.821544,0.0,12,609.0,0.1790804594760583,0.8382229958802538,0.255407621479522,1,5.578944989197135,12.416666,0
4943.383447,1.0,350.57,350.57,0.0,948.293789,0.083333,0.083333,0.0,0.25,6.0,3.0,7500.0,1326.434054,1886.3433455,0.0,12,350.57,0.9999999971475028,0.9999071532000124,0.176874296031889,1,2.7050055232763626,4.333333,0
23.331936,0.7222225000000001,1194.96,0.0,1171.625,0.0,1.0,0.0,1.0,0.0,0.0,17.0,1600.0,1381.551722,28.452913,0.0,12,1194.96,0.0,0.0145824599908859,18.727874459148545,1,0.0,17.454545,1
262.723622,0.818182,2365.07,1444.5750000000005,240.0,0.0,0.75,0.5,0.416667,0.0,0.0,26.0,9000.0,3095.831769,177.879065,0.3571425,12,2365.07,0.898523087731643,0.029191513552312,11.783606413649371,0,0.0,27.318182,0
204.584048,0.818182,0.0,0.0,0.0,628.366944,0.0,0.0,0.0,0.25,3.0,0.0,1600.0,1933.810453,152.106855,0.0,12,0.0,0.0,0.1278650299200843,9.452400920073686,1,50.79193536708065,1.068182,1
4943.383447,1.0,61.99,61.99,0.0,2784.6716350000006,0.083333,0.083333,0.0,0.5,10.0,1.0,6500.0,4178.274025000001,1587.042735,0.0,12,61.99,0.9999999838683662,0.7657289012668109,1.376312689625004,1,50.79193536708065,2.583333,0
433.677841,1.0,1391.89,1088.83,303.06,0.0,0.833333,0.75,0.333333,0.0,0.0,19.0,7000.0,2312.220888,178.06847,0.25,12,1391.89,0.7822672763061252,0.0619539772768637,5.331655584100605,1,0.0,20.833333,0
1220.493289,0.7222225000000001,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.25,3.0,0.0,6000.0,566.644234,1112.634979,0.0,12,0.0,0.0,0.203415548132764,0.464274763853884,1,50.79193536708065,0.6136360000000001,0
3740.907731,1.0,0.0,0.0,0.0,116.632141,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,128.371777,1886.3433455,0.0,12,0.0,0.0,0.9352269325161932,0.0343156758189725,1,50.79193536708065,1.083333,1
1669.01626,1.0,892.3,517.3,375.0,295.812224,0.916667,0.75,0.416667,0.083333,1.0,14.0,1800.0,1065.80426,1027.885496,0.0,12,892.3,0.5797377557102569,0.927231255040427,0.6385823103733079,1,0.3315165568401697,15.833333,1
117.617134,1.0,1081.23,100.0,981.23,0.0,0.916667,0.083333,0.833333,0.0,0.0,29.0,2100.0,1024.806886,173.322076,0.3571425,12,1081.23,0.0924872597944126,0.0560081590209484,8.71307472333857,0,0.0,30.083333,1
3802.910134,1.0,0.0,0.0,0.0,1448.031295,0.0,0.0,0.0,0.333333,10.0,0.0,4000.0,915.900602,1718.363679,0.0,12,0.0,0.0,0.9507275332623182,0.2408420313618586,1,50.79193536708065,1.333333,1
43.354029,1.0,617.34,0.0,617.34,0.0,0.916667,0.0,0.916667,0.0,0.0,19.0,1200.0,564.845244,160.071637,0.3571425,12,617.34,0.0,0.036128357469893,13.028667554088976,0,0.0,20.0,1
4530.639094,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.25,5.0,0.0,8000.0,995.539176,1032.384353,0.0,12,0.0,0.0,0.5663298866792088,0.2197348222017229,1,50.79193536708065,1.25,0
3529.587012,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.555555,10.0,0.0,9000.0,3603.147293,1207.117316,0.0,12,0.0,0.0,0.3921763346230915,1.0208410444987095,1,50.79193536708065,1.666667,0
4943.383447,1.0,1062.63,343.15,719.48,2687.982848,0.916667,0.5,0.75,0.555555,10.0,29.0,6000.0,917.236699,1573.961394,0.0,12,1062.63,0.3229251947310679,0.8421517976929747,0.181526398838926,1,2.529556708798399,31.083333,0
51.923357,0.7222225000000001,835.31,250.0,585.31,0.0,0.5,0.1,0.4,0.0,0.0,13.0,7000.0,832.140348,70.583398,0.25,10,835.31,0.2992900835626413,0.0074176224275117,16.026319946410247,1,0.0,13.4,0
144.012882,0.7222225000000001,675.53,675.53,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,2.0,4000.0,1945.250404,271.90089,0.0,12,675.53,0.9999999985196808,0.0360032204909991,13.507474911116113,1,0.0,2.803031,1
293.803208,1.0,380.59,332.52,48.07,118.972449,0.166667,0.083333,0.083333,0.083333,1.0,3.0,10000.0,1172.022584,194.55397,0.0,12,380.59,0.8736961011227408,0.0293803207970619,3.989141534529666,1,0.3126000385911347,4.166665999999999,0
11.188595,0.7222225000000001,159.84,0.0,159.84,0.0,0.5,0.0,0.5,0.0,0.0,6.0,1000.0,110.860738,57.545594,0.0,12,159.84,0.0,0.0111885949888114,9.908369021457206,1,0.0,6.454545,1
516.814969,1.0,276.52,141.96,134.56,584.976769,0.25,0.25,0.083333,0.083333,1.0,8.0,1500.0,927.381808,190.875362,0.0,12,276.52,0.5133805854427146,0.3445433124369711,1.7944174643393165,1,2.115495323609521,9.333333,1
1134.122053,1.0,288.39,0.0,288.39,0.0,0.416667,0.0,0.416667,0.0,0.0,10.0,1400.0,2155.314664,1886.3433455,0.083333,12,288.39,0.0,0.810087180135652,1.9004256697048585,1,0.0,11.0,1
4943.383447,1.0,2715.7250000000004,0.0,1171.625,0.0,1.0,0.0,1.0,0.0,0.0,41.0,11500.0,4178.274025000001,1886.3433455,0.0,12,4872.6,0.0,1.0147982477378437,0.4311015407846433,1,0.0,42.897727,2
1569.88775,1.0,741.66,309.66,432.0,2710.997094,0.416667,0.333333,0.083333,0.166667,3.0,8.0,4000.0,3306.369832,503.399492,0.0,12,741.6600000000001,0.4175228535750575,0.3924719374018821,2.10611862529272,1,3.655309832463244,9.5,1
4532.433434,1.0,1433.26,1433.26,0.0,364.852384,0.166667,0.166667,0.0,0.083333,1.0,2.0,7000.0,3039.325393,1886.3433455,0.0,12,1433.26,0.9999999993022898,0.6474904904789298,0.6705725382594615,1,0.2545611987674523,3.25,0
4943.383447,1.0,0.0,0.0,0.0,193.187682,0.0,0.0,0.0,0.25,3.0,0.0,6000.0,1355.058674,1886.3433455,0.0,12,0.0,0.0,0.9176380808470604,0.2461134917659486,1,50.79193536708065,1.25,0
2843.394382,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.166667,6.0,0.0,6000.0,680.388185,1076.334465,0.0,12,0.0,0.0,0.4738990635876834,0.2392873071241486,1,50.79193536708065,1.166667,0
2391.214539,1.0,2715.7250000000004,1444.5750000000005,873.49,0.0,1.0,0.75,0.916667,0.0,0.0,41.0,4000.0,2710.98198,561.918093,0.0,12,4186.49,0.7913550490288153,0.5978036346005491,1.1337259516663862,1,0.0,42.897727,1
2270.950105,1.0,1403.42,77.0,1171.625,0.0,0.916667,0.083333,0.916667,0.0,0.0,12.0,8500.0,830.130725,582.489074,0.0,12,1403.42,0.0548659702335252,0.2671706005568034,0.3655433568561193,1,0.0,13.083333,0
4943.383447,1.0,2715.7250000000004,1444.5750000000005,1171.625,0.0,1.0,0.75,1.0,0.0,0.0,41.0,13850.0,1734.349114,1322.868997,0.0,12,3584.8,0.6149631776905369,0.3350590599138671,0.3339515464103745,1,0.0,42.897727,2
2431.193194,1.0,0.0,0.0,0.0,195.932353,0.0,0.0,0.0,0.083333,1.0,0.0,4000.0,976.859575,685.995885,0.0,12,0.0,0.0,0.6077982983480504,0.4018025293131836,1,50.79193536708065,1.083333,1
1232.292951,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.555555,10.0,0.0,4500.0,4178.274025000001,348.943877,0.083333,12,0.0,0.0,0.2738428779391459,4.910249054966598,1,50.79193536708065,1.666667,1
279.253475,1.0,2715.7250000000004,1444.5750000000005,241.34,0.0,1.0,0.666667,0.916667,0.0,0.0,33.0,8500.0,3105.312146,192.561842,0.3571425,12,3243.86,0.9256009812613364,0.0328533499961348,11.120048317679672,0,0.0,34.666667,0
2369.91046,1.0,916.22,716.4,199.82,0.0,1.0,0.75,0.083333,0.0,0.0,26.0,6500.0,795.94344,752.616787,0.0,12,916.22,0.781908274451651,0.3646016091746766,0.3358538025373947,1,0.0,28.0,0
1917.441126,0.909091,2715.7250000000004,76.19,1171.625,0.0,0.333333,0.166667,0.166667,0.0,0.0,5.0,13850.0,4178.274025000001,336.823302,0.3571425,12,12617.19,0.0060385870383152,0.127829408391478,7.162440419480999,1,0.0,6.075758,2
4943.383447,1.0,1023.29,0.0,1023.29,2784.6716350000006,1.0,0.0,1.0,0.555555,10.0,31.0,11500.0,4178.274025000001,1886.3433455,0.083333,12,1023.29,0.0,0.6474112036828338,1.5204378128850435,1,15.952117595254409,32.833333,0
193.565763,1.0,1821.52,0.0,1171.625,0.0,1.0,0.0,1.0,0.0,0.0,29.0,3000.0,1543.210017,183.380543,0.3571425,12,1821.52,0.0,0.0645219209784927,7.972535974905149,0,0.0,30.0,1
3013.590493,1.0,0.0,0.0,0.0,341.360876,0.0,0.0,0.0,0.555555,7.0,0.0,3000.0,750.160714,1329.881951,0.0,12,0.0,0.0,1.00453016399849,0.2489258960344995,1,50.79193536708065,1.583333,1
92.406069,0.727273,0.0,0.0,0.0,683.253783,0.0,0.0,0.0,0.083333,1.0,0.0,3500.0,1044.949836,41.026459,0.166667,12,0.0,0.0,0.0264017339924566,11.30823804107241,1,50.79193536708065,0.8106059999999999,1
2472.874609,1.0,2052.74,730.94,1171.625,2784.6716350000006,1.0,0.416667,1.0,0.25,10.0,30.0,6500.0,4178.274025000001,635.401109,0.083333,12,2052.74,0.3560801658485341,0.3804422474799319,3.6704494013952456,1,1.5837471016379343,31.666667,0
154.439292,1.0,1047.94,440.0,607.94,0.0,0.75,0.083333,0.583333,0.0,0.0,17.0,6000.0,1032.089965,173.484575,0.333333,12,1047.94,0.4198713662806349,0.02573988199571,6.682819798974345,1,0.0,18.083333,0
269.911748,1.0,1348.44,1259.44,89.0,298.491305,1.0,0.75,0.416667,0.25,4.0,41.0,500.0,1258.023851,250.283276,0.0,12,1348.44,0.933997804178163,0.539823494920353,4.660871027885489,1,0.2213604645209572,42.897727,1
146.04887,0.909091,2715.7250000000004,1444.5750000000005,0.0,0.0,0.916667,0.75,0.0,0.0,0.0,22.0,6500.0,3498.681846,74.878694,0.25,12,3256.15,0.9999999996928888,0.0224690569196201,18.727874459148545,1,0.0,23.825758,0
2779.833422,1.0,0.0,0.0,0.0,1492.253356,0.0,0.0,0.0,0.555555,10.0,0.0,3000.0,1708.484919,1285.667565,0.0,11,0.0,0.0,0.9266111403577963,0.6145997471878012,1,50.79193536708065,1.7272729999999998,1
161.792222,1.0,2715.7250000000004,1444.5750000000005,950.02,0.0,1.0,0.75,0.166667,0.0,0.0,20.0,2000.0,3051.442623,185.380301,0.3571425,12,2883.58,0.670541479455905,0.0808961109595519,18.727874459148545,0,0.0,22.0,1
4943.383447,1.0,1823.23,1444.5750000000005,0.0,0.0,0.75,0.75,0.0,0.0,0.0,14.0,5750.0,2107.740768,1886.3433455,0.0,12,1823.23,0.9999999994515228,0.9111514377545824,0.4023081087329674,1,0.0,15.75,0
2288.014844,1.0,1753.46,1444.5750000000005,0.0,0.0,1.0,0.75,0.0,0.0,0.0,41.0,2500.0,989.999739,1121.296235,0.0,12,1753.46,0.999999999429699,0.9152059372339176,0.4326893862439079,1,0.0,42.897727,1
1526.707241,1.0,484.47,0.0,484.47,402.906235,0.75,0.0,0.666667,0.333333,10.0,9.0,1500.0,1086.417545,1818.148035,0.0,12,484.47,0.0,1.0178048266547968,0.7116082999493625,1,0.8316433095307381,10.333333,1
52.598283,1.0,517.83,0.0,517.83,0.0,1.0,0.0,1.0,0.0,0.0,41.0,6500.0,600.096058,163.367227,0.3571425,12,517.83,0.0,0.0080920435372166,11.409042507926683,0,0.0,42.897727,0
981.886157,1.0,0.0,0.0,0.0,473.430801,0.0,0.0,0.0,0.083333,3.0,0.0,3500.0,768.398403,239.523143,0.0,12,0.0,0.0,0.280538901919846,0.78257382155702,1,50.79193536708065,1.083333,1
14.891634,0.7222225000000001,0.0,0.0,0.0,116.193463,0.0,0.0,0.0,0.111111,1.0,0.0,3000.0,0.0,857.062706,0.0,9,0.0,0.0,0.0049638779983453,0.0,1,50.79193536708065,0.333333,1
5.270593,0.7222225000000001,69.57,69.57,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,2.0,4000.0,411.825987,83.449559,0.0,12,69.57,0.9999999856259884,0.0013176482496705,18.727874459148545,1,0.0,2.265151,1
314.675322,1.0,1310.9,838.76,472.14,0.0,1.0,0.75,1.0,0.0,0.0,35.0,10000.0,1425.2566,203.356235,0.0,12,1310.9,0.6398352272180675,0.0314675321968532,4.529292562289672,1,0.0,36.916667,0
467.244925,1.0,2715.7250000000004,1444.5750000000005,1171.625,0.0,1.0,0.583333,1.0,0.0,0.0,41.0,13850.0,2259.241805,183.138427,0.181818,12,4001.7,0.4421520852532293,0.0292028078106748,4.835240960968723,1,0.0,42.897727,2
304.945628,1.0,2715.7250000000004,1444.5750000000005,0.0,266.383091,0.727273,0.727273,0.0,0.090909,6.0,22.0,4000.0,2803.353036,130.626533,0.3571425,11,2788.81,0.9999999996414242,0.0762364069809409,9.19296021783608,0,0.0955185512474788,23.818182,1
1271.429631,1.0,0.0,0.0,0.0,678.525863,0.0,0.0,0.0,0.25,3.0,0.0,1500.0,526.910053,416.325411,0.0,12,0.0,0.0,0.8476197534349201,0.4144232914967958,1,50.79193536708065,1.25,1
97.389327,1.0,60.0,60.0,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,12500.0,453.421982,204.88001,0.0,12,60.0,0.9999999833333336,0.0077911461593767,4.6557666154139605,1,0.0,2.083333,0
1597.521193,1.0,211.07,0.0,211.07,994.167915,0.5,0.0,0.416667,0.083333,1.0,6.0,5000.0,3187.854069,665.357143,0.0,12,211.07,0.0,0.3195042385360991,1.995500329493594,1,4.710133653716143,7.083333,1
10.118033,0.7222225000000001,0.0,0.0,0.0,197.521871,0.0,0.0,0.0,0.1,1.0,0.0,1500.0,648.301187,148.644436,0.0,10,0.0,0.0,0.0067453553288364,18.727874459148545,1,50.79193536708065,0.2,1
103.629108,1.0,1106.62,866.22,240.4,0.0,1.0,0.416667,1.0,0.0,0.0,25.0,6000.0,1343.893653,159.496615,0.3571425,12,1106.62,0.7827619229882326,0.0172715179971214,12.968302689932422,0,0.0,26.416667,0
993.027484,1.0,0.0,0.0,0.0,1586.612256,0.0,0.0,0.0,0.333333,10.0,0.0,1200.0,2185.377456,444.684235,0.090909,12,0.0,0.0,0.8275229026437309,2.200722023318418,1,50.79193536708065,1.333333,1
4226.501257,1.0,2715.7250000000004,1444.5750000000005,0.0,980.879554,0.166667,0.166667,0.0,0.083333,1.0,7.0,10500.0,615.450902,1637.629006,0.0,12,4900.0,0.9999999997959182,0.4025239291997596,0.1456171108041345,1,0.2001795007754735,8.25,2
1118.086877,1.0,128.8,0.0,128.8,0.0,0.166667,0.0,0.166667,0.0,0.0,2.0,1200.0,277.766526,436.577474,0.0,12,128.8,0.0,0.9317390633902172,0.2484301814693151,1,0.0,3.0,1
555.131027,1.0,1586.45,1111.6,474.85,0.0,1.0,0.416667,1.0,0.0,0.0,41.0,5500.0,3219.285764,244.624549,0.3571425,12,1586.4499999999998,0.7006839164797605,0.1009329139816485,5.799145790135874,1,0.0,42.897727,0
1133.572488,1.0,2715.7250000000004,1444.5750000000005,1171.625,391.73075,1.0,0.75,1.0,0.083333,1.0,41.0,1600.0,4178.274025000001,284.024015,0.083333,12,4063.49,0.6907855068695172,0.7084828045571983,4.3548224960494775,1,0.0964025381885023,42.897727,1
3646.04461,1.0,0.0,0.0,0.0,949.437186,0.0,0.0,0.0,0.25,4.0,0.0,8000.0,975.508088,897.29515,0.0,12,0.0,0.0,0.4557555761930305,0.2675524279261212,1,50.79193536708065,1.25,0
3790.914663,1.0,2655.68,1444.5750000000005,1048.05,2784.6716350000006,0.833333,0.333333,1.0,0.5,10.0,41.0,8300.0,4178.274025000001,1192.462873,0.083333,12,2655.6800000000003,0.6053553136652927,0.4567367063305136,1.6284105054178029,1,2.358674149611898,42.897727,0
340.082231,1.0,2715.7250000000004,430.0,1171.625,0.0,0.833333,0.083333,0.666667,0.0,0.0,19.0,7500.0,2658.629277,141.256176,0.333333,12,3177.21,0.1353388664471851,0.0453442974606207,7.817607116269456,1,0.0,20.083333,0
11.249863,0.7222225000000001,137.84,137.84,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,3.0,10000.0,234.444295,101.418698,0.166667,12,137.84,0.999999992745212,0.0011249862998875,18.727874459148545,1,0.0,3.803031,0
108.548004,1.0,1099.19,885.97,213.22,0.0,1.0,0.583333,0.916667,0.0,0.0,25.0,4000.0,1181.316469,174.477061,0.3571425,12,1099.19,0.8060207963991476,0.0271370009932157,10.882894337855404,0,0.0,26.583333,1
601.68828,0.8,1358.2,468.33,889.87,0.0,0.8,0.2,0.7,0.0,0.0,26.0,1500.0,310.912113,157.872552,0.0,10,1358.2,0.3448166688670175,0.4011255197325829,0.5167328711858359,1,0.0,27.0,1
2529.016337,1.0,1040.74,0.0,1040.74,0.0,1.0,0.0,1.0,0.0,0.0,28.0,2500.0,1746.018537,1886.3433455,0.0,12,1040.74,0.0,1.0116065343953575,0.69039432872181,1,0.0,29.0,1
306.90901,1.0,2715.7250000000004,1281.14,1171.625,0.0,1.0,0.25,0.916667,0.0,0.0,23.0,10500.0,2605.175646,174.261548,0.3571425,12,2768.9300000000003,0.4626841413604952,0.0292294295210257,8.488429966626168,0,0.0,24.25,0
14.203161,0.7222225000000001,117.0,0.0,117.0,0.0,0.333333,0.0,0.25,0.0,0.0,4.0,7950.0,346.311752,164.071552,0.3571425,12,117.0,0.0,0.0017865611318507,18.727874459148545,0,0.0,4.454545,0
3387.93956,1.0,391.14,0.0,391.14,987.378841,1.0,0.0,1.0,0.083333,1.0,15.0,7000.0,889.86432,1566.969659,0.0,12,391.14,0.0,0.483991365645144,0.2626564919408845,1,2.524361708021778,16.083333,0
26.247988,0.7222225000000001,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.083333,1.0,0.0,3000.0,0.0,857.062706,0.0,12,0.0,0.0,0.0087493293304168,0.0,1,50.79193536708065,0.174242,1
3961.649658,1.0,2280.0,0.0,1171.625,0.0,1.0,0.0,1.0,0.0,0.0,12.0,4500.0,2216.561982,1886.3433455,0.0,12,2280.0,0.0,0.8803665904710295,0.5595047954239106,1,0.0,13.0,0
121.388989,0.7222225000000001,783.83,683.93,99.9,315.342982,0.416667,0.166667,0.333333,0.166667,3.0,7.0,7000.0,1778.900698,177.969765,0.3571425,12,783.8299999999999,0.8725488934175154,0.0173412841403798,14.654547319324427,0,0.4023104264925936,7.878789000000001,0
354.527499,1.0,2715.7250000000004,1201.42,1171.625,0.0,1.0,0.416667,1.0,0.0,0.0,41.0,9000.0,4001.942901,167.998751,0.3571425,12,3751.42,0.3202573957807291,0.0393919443289564,11.288102900339185,0,0.0,42.897727,0
912.36003,1.0,2715.7250000000004,1444.5750000000005,1019.81,0.0,1.0,0.75,1.0,0.0,0.0,41.0,13850.0,4178.274025000001,299.249818,0.3571425,12,10709.17,0.9047722651797692,0.060824001995945,12.47493705694786,0,0.0,42.897727,2
4943.383447,1.0,2545.37,0.0,1171.625,994.391034,1.0,0.0,1.0,0.083333,1.0,21.0,13500.0,1663.976007,1229.779536,0.0,12,2545.37,0.0,0.3954064547114513,0.3117234948977415,1,0.3906665960584644,22.083333,0
4210.323012,1.0,1210.31,139.02,1071.29,1817.321515,1.0,0.75,1.0,0.166667,2.0,41.0,7500.0,4178.274025000001,1070.026829,0.083333,12,1210.31,0.1148631341434317,0.5613764015251498,1.9329703335994377,1,1.501533915689754,42.897727,0
890.275144,0.7222225000000001,435.14,435.14,0.0,0.0,0.166667,0.166667,0.0,0.0,0.0,7.0,1800.0,3334.754054,1102.402301,0.0,12,435.14,0.9999999977018892,0.4945973019474459,3.7457566604310855,1,0.0,7.712122000000001,1
1740.169093,1.0,276.72,0.0,276.72,0.0,1.0,0.0,1.0,0.0,0.0,15.0,1800.0,667.764492,601.656779,0.0,12,276.72,0.0,0.966760606685133,0.3837354049686392,1,0.0,16.0,1
4943.383447,1.0,2715.7250000000004,1444.5750000000005,1171.625,2784.6716350000006,1.0,0.416667,1.0,0.25,7.0,41.0,9000.0,4178.274025000001,1886.3433455,0.083333,12,9736.61,0.3784191828184122,0.5981204914890976,2.9397153417299413,1,0.3045882295475952,42.897727,2
4603.402061,1.0,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.555555,10.0,0.0,13850.0,4178.274025000001,1168.006176,0.083333,12,0.0,0.0,0.3288144329050846,2.145036559919758,1,50.79193536708065,1.916667,0
18.150347,0.7222225000000001,119.8,0.0,119.8,0.0,0.333333,0.0,0.25,0.0,0.0,4.0,4500.0,297.276499,143.808363,0.333333,12,119.8,0.0,0.0040334104435481,16.378556433187946,1,0.0,4.454545,1
2833.613641,1.0,1387.52,526.12,861.4,1442.587409,1.0,0.25,0.75,0.166667,5.0,20.0,3000.0,1564.459934,1886.3433455,0.0,12,1387.52,0.3791801196529202,0.9445378800184874,0.5521077082674491,1,1.0396876498791456,21.416667,1
1547.714145,1.0,2476.31,804.4,1171.625,0.0,1.0,0.416667,1.0,0.0,0.0,41.0,3500.0,4061.48987,333.50034,0.0,12,2476.31,0.324838166334248,0.4422040413022274,2.624186049146572,1,0.0,42.897727,1
144.346693,1.0,1976.32,859.79,1116.53,0.0,1.0,0.25,0.916667,0.0,0.0,28.0,4500.0,1828.116915,166.497851,0.3571425,12,1976.32,0.4350459437565546,0.0320770428817606,12.664764701850396,0,0.0,29.25,1
1377.812538,1.0,2715.7250000000004,1444.5750000000005,1171.625,0.0,1.0,0.75,0.916667,0.0,0.0,41.0,13850.0,4178.274025000001,352.090849,0.3571425,12,14300.98,0.7268501878383964,0.0765451409957474,9.824033812193372,0,0.0,42.897727,2
926.341558,0.909091,45.65,45.65,0.0,0.0,0.083333,0.083333,0.0,0.0,0.0,1.0,1000.0,1293.650192,1886.3433455,0.0,12,45.65,0.9999999780941956,0.9263415570736584,1.3965153343616747,1,0.0,1.992424,1
4943.383447,1.0,2715.7250000000004,1444.5750000000005,1171.625,0.0,1.0,0.75,1.0,0.0,0.0,41.0,13850.0,2740.09442,1886.3433455,0.0,12,4850.35,0.5871328871963605,0.6981972973743098,0.2531953157056929,1,0.0,42.897727,2
1238.932482,1.0,280.09,69.0,211.09,0.0,0.916667,0.083333,0.916667,0.0,0.0,12.0,1500.0,1575.457164,1886.3433455,0.0,12,280.09000000000003,0.2463493868172752,0.8259549874493632,1.271624713709278,1,0.0,13.083333,1
4943.383447,1.0,523.19,340.19,183.0,1116.370312,0.666667,0.166667,0.416667,0.25,4.0,8.0,11500.0,2167.822526,1433.734576,0.0,12,523.19,0.6502226712088864,0.4940837223048622,0.3815270531070325,1,2.13377608491413,9.416667,0
1269.019947,0.818182,445.46,0.0,445.46,0.0,1.0,0.0,1.0,0.0,0.0,13.0,2600.0,2875.999728,489.750966,0.0,12,445.46,0.0,0.4880845948122752,2.266315618231716,1,0.0,13.818182,1
1592.48626,1.0,1449.48,460.0,989.48,0.0,1.0,0.333333,1.0,0.0,0.0,19.0,10500.0,1695.90191,419.784527,0.0,12,1449.48,0.3173551892283058,0.1516653580807937,1.0649397433011825,1,0.0,20.333333,0
4943.383447,1.0,2715.7250000000004,1424.05,1171.625,0.0,0.916667,0.583333,0.916667,0.0,0.0,36.0,10500.0,4177.324826,1886.3433455,0.0,12,2776.09,0.5129696801930161,0.9049768343900024,0.4396139706796512,1,0.0,37.583333,0
57.416262,1.0,685.0,0.0,685.0,0.0,1.0,0.0,0.916667,0.0,0.0,12.0,1200.0,559.813964,198.618741,0.333333,12,685.0,0.0,0.0478468849601275,9.75009404565393,1,0.0,13.0,1
2303.956234,0.888889,0.0,0.0,0.0,2784.6716350000006,0.0,0.0,0.0,0.555555,10.0,0.0,6000.0,331.450159,443.57704,0.0,9,0.0,0.0,0.3839927056026679,0.1438613086328873,1,50.79193536708065,1.666667,0
